query_id,doc_id,ltr_score,colbert_score,final_score,original_rank,new_rank
1015,15103906,-4.478482,0.0,0.0,13,13
1015,13038387,-4.615919,0.0,0.0,14,14
1015,8801531,-4.677252,0.0,0.0,15,15
1015,44750080,-4.762054,0.0,0.0,16,16
1015,39302823,-4.78088,0.0,0.0,17,17
1015,29360653,-4.7904,0.0,0.0,18,18
1015,26502134,-4.922326,0.0,0.0,19,19
1015,36097479,-5.076138,0.0,0.0,20,20
1015,51240496,-5.10634,0.0,0.0,21,21
1015,2476980,-5.128108,0.0,0.0,22,22
1015,52728707,-5.167857,0.0,0.0,23,23
1015,1123846,-5.173725,0.0,0.0,24,24
1015,43633773,-5.201192,0.0,0.0,25,25
1015,13822592,-5.261631,0.0,0.0,26,26
1015,13391536,-5.334676,0.0,0.0,27,27
1015,31155276,-5.434085,0.0,0.0,28,28
1015,1210091,-5.462755,0.0,0.0,29,29
1015,71936940,-5.469845,0.0,0.0,30,30
1015,4871989,-5.512653,0.0,0.0,31,31
1015,29531230,-5.519026,0.0,0.0,32,32
1015,2046787,-5.546849,0.0,0.0,33,33
1015,29301622,-5.552201,0.0,0.0,34,34
1015,46276501,-5.575088,0.0,0.0,35,35
1015,22266632,-5.679367,0.0,0.0,36,36
1015,39395948,-5.693354,0.0,0.0,37,37
1015,44305842,-5.693524,0.0,0.0,38,38
1015,27453399,-5.719848,0.0,0.0,39,39
1015,11918793,-5.771808,0.0,0.0,40,40
1015,52318719,-5.811086,0.0,0.0,41,41
1015,62076535,-5.816884,0.0,0.0,42,42
1015,6570965,-5.859992,0.0,0.0,43,43
1015,38617446,-5.861194,0.0,0.0,44,44
1015,17959596,-5.868534,0.0,0.0,45,45
1015,65015366,-5.883601,0.0,0.0,46,46
1015,45681277,-5.883827,0.0,0.0,47,47
1015,4575036,-5.885219,0.0,0.0,48,48
1015,45371976,-5.890255,0.0,0.0,49,49
1015,71091453,-5.892021,0.0,0.0,50,50
1021,10349642,3.321927,0.0,0.0,1,1
1021,18549245,-2.176989,0.0,0.0,2,2
1021,12807520,-2.880717,0.0,0.0,3,3
1021,38111068,-3.053987,0.0,0.0,4,4
1021,3123751,-3.080142,0.0,0.0,5,5
1021,27523162,-3.147981,0.0,0.0,6,6
1021,37531508,-3.155087,0.0,0.0,7,7
1021,20838015,-3.337135,0.0,0.0,8,8
1021,66345038,-3.441962,0.0,0.0,9,9
1021,2659131,-3.719159,0.0,0.0,10,10
1021,3645302,-3.728492,0.0,0.0,11,11
1021,1385323,-3.888561,0.0,0.0,12,12
1021,55520788,-3.904912,0.0,0.0,13,13
1021,54873759,-4.119704,0.0,0.0,14,14
1021,4449647,-4.149474,0.0,0.0,15,15
1021,2706186,-4.255748,0.0,0.0,16,16
1021,57071195,-4.256353,0.0,0.0,17,17
1021,46497901,-4.381807,0.0,0.0,18,18
1021,29190352,-4.425729,0.0,0.0,19,19
1021,28148882,-4.472635,0.0,0.0,20,20
1021,57004748,-4.47968,0.0,0.0,21,21
1021,20312773,-4.482322,0.0,0.0,22,22
1021,30861585,-4.526127,0.0,0.0,23,23
1021,3421818,-4.709323,0.0,0.0,24,24
1021,1243901,-4.723694,0.0,0.0,25,25
1021,67098594,-4.762685,0.0,0.0,26,26
1021,27088078,-4.789785,0.0,0.0,27,27
1021,21972075,-4.851561,0.0,0.0,28,28
1021,2569020,-4.87791,0.0,0.0,29,29
1021,4795131,-4.980396,0.0,0.0,30,30
1021,43959187,-5.04227,0.0,0.0,31,31
1021,53358312,-5.08063,0.0,0.0,32,32
1021,16949337,-5.099501,0.0,0.0,33,33
1021,28370824,-5.143733,0.0,0.0,34,34
1021,43524881,-5.151381,0.0,0.0,35,35
1021,60364228,-5.157477,0.0,0.0,36,36
1021,46293604,-5.294642,0.0,0.0,37,37
1021,5561794,-5.427811,0.0,0.0,38,38
1021,74464588,-5.438686,0.0,0.0,39,39
1021,5101168,-5.465464,0.0,0.0,40,40
1021,3330285,-5.479527,0.0,0.0,41,41
1021,14722381,-5.507364,0.0,0.0,42,42
1021,13072195,-5.556243,0.0,0.0,43,43
1021,19521304,-5.579146,0.0,0.0,44,44
1021,62527775,-5.637439,0.0,0.0,45,45
1021,66528696,-5.63757,0.0,0.0,46,46
1021,44555088,-5.703928,0.0,0.0,47,47
1021,3406222,-5.714282,0.0,0.0,48,48
1021,1399043,-5.716538,0.0,0.0,49,49
1021,27664611,-5.718125,0.0,0.0,50,50
1025,5329751,3.867551,0.0,0.0,1,1
1025,38511109,-1.636504,0.0,0.0,2,2
1025,47446640,-1.969665,0.0,0.0,3,3
1025,33982909,-2.670893,0.0,0.0,4,4
1025,53821236,-3.002417,0.0,0.0,5,5
1025,24403195,-3.128123,0.0,0.0,6,6
1025,9541205,-3.183421,0.0,0.0,7,7
1025,15615865,-3.599075,0.0,0.0,8,8
1025,19925493,-4.108842,0.0,0.0,9,9
1025,54031007,-4.124541,0.0,0.0,10,10
1025,28576712,-4.508688,0.0,0.0,11,11
1025,7940626,-4.687123,0.0,0.0,12,12
1025,18955999,-4.738217,0.0,0.0,13,13
1025,3206952,-4.877007,0.0,0.0,14,14
1025,50467728,-5.115299,0.0,0.0,15,15
1025,21960527,-5.174963,0.0,0.0,16,16
1025,12606351,-5.175351,0.0,0.0,17,17
1025,38073503,-5.187656,0.0,0.0,18,18
1025,1176717,-5.222402,0.0,0.0,19,19
1025,16478181,-5.25191,0.0,0.0,20,20
1025,43171327,-5.312949,0.0,0.0,21,21
1025,11960812,-5.336854,0.0,0.0,22,22
1025,27261334,-5.340291,0.0,0.0,23,23
1025,1524536,-5.355547,0.0,0.0,24,24
1025,51391087,-5.378584,0.0,0.0,25,25
1025,1055274,-5.459821,0.0,0.0,26,26
1025,69643418,-5.466498,0.0,0.0,27,27
1025,41881089,-5.498943,0.0,0.0,28,28
1025,41755783,-5.531405,0.0,0.0,29,29
1025,14206542,-5.55042,0.0,0.0,30,30
1025,19521304,-5.587439,0.0,0.0,31,31
1025,55503516,-5.589074,0.0,0.0,32,32
1025,46752689,-5.650501,0.0,0.0,33,33
1025,5787607,-5.677221,0.0,0.0,34,34
1025,14615235,-5.680754,0.0,0.0,35,35
1025,24567800,-5.687926,0.0,0.0,36,36
1025,55398617,-5.715464,0.0,0.0,37,37
1025,605676,-5.762158,0.0,0.0,38,38
1025,38419474,-5.808228,0.0,0.0,39,39
1025,46181221,-5.813552,0.0,0.0,40,40
1025,35720024,-5.84212,0.0,0.0,41,41
1025,6107731,-5.903073,0.0,0.0,42,42
1025,24048632,-5.947626,0.0,0.0,43,43
1025,4409408,-5.957414,0.0,0.0,44,44
1025,52262404,-5.977737,0.0,0.0,45,45
1025,4788277,-5.994735,0.0,0.0,46,46
1025,57864964,-6.001845,0.0,0.0,47,47
1025,20002742,-6.183579,0.0,0.0,48,48
1025,2356365,-6.185028,0.0,0.0,49,49
1025,38680070,-6.235246,0.0,0.0,50,50
1042,417479,3.952444,0.0,0.0,1,1
1042,304392,-0.543719,0.0,0.0,2,2
1042,37152286,-1.78316,0.0,0.0,3,3
1042,15695777,-2.147215,0.0,0.0,4,4
1042,15410536,-2.492637,0.0,0.0,5,5
1042,24005582,-3.058788,0.0,0.0,6,6
1042,22642631,-3.73944,0.0,0.0,7,7
1042,30217722,-3.82128,0.0,0.0,8,8
1042,37716450,-3.911479,0.0,0.0,9,9
1042,14111269,-4.037361,0.0,0.0,10,10
1042,5046538,-4.092484,0.0,0.0,11,11
1042,22623577,-4.111099,0.0,0.0,12,12
1042,33837592,-4.134212,0.0,0.0,13,13
1042,2332603,-4.42889,0.0,0.0,14,14
1042,18140624,-4.610498,0.0,0.0,15,15
1042,6193625,-4.65373,0.0,0.0,16,16
1042,11696927,-4.679716,0.0,0.0,17,17
1042,44846151,-4.691965,0.0,0.0,18,18
1042,34019635,-4.700689,0.0,0.0,19,19
1042,38923769,-4.759633,0.0,0.0,20,20
1042,34898348,-4.836532,0.0,0.0,21,21
1042,6589725,-4.911303,0.0,0.0,22,22
1042,5989305,-4.933037,0.0,0.0,23,23
1042,8862350,-5.06061,0.0,0.0,24,24
1042,4328725,-5.219479,0.0,0.0,25,25
1042,32583417,-5.240962,0.0,0.0,26,26
1042,11522190,-5.251057,0.0,0.0,27,27
1042,12629633,-5.29502,0.0,0.0,28,28
1042,2513971,-5.308571,0.0,0.0,29,29
1042,972958,-5.323333,0.0,0.0,30,30
1042,30021572,-5.34792,0.0,0.0,31,31
1042,47279766,-5.377034,0.0,0.0,32,32
1042,74968,-5.433418,0.0,0.0,33,33
1042,3549771,-5.495013,0.0,0.0,34,34
1042,66260186,-5.507231,0.0,0.0,35,35
1042,55902604,-5.529108,0.0,0.0,36,36
1042,5925279,-5.641508,0.0,0.0,37,37
1042,393496,-5.644255,0.0,0.0,38,38
1042,1237909,-5.661923,0.0,0.0,39,39
1042,6300083,-5.711455,0.0,0.0,40,40
1042,24122710,-5.785148,0.0,0.0,41,41
1042,2028297,-5.887253,0.0,0.0,42,42
1042,4825376,-5.939071,0.0,0.0,43,43
1042,64800212,-5.967996,0.0,0.0,44,44
1042,14007307,-6.006017,0.0,0.0,45,45
1042,2352648,-6.049893,0.0,0.0,46,46
1042,7077541,-6.069774,0.0,0.0,47,47
1042,29533951,-6.087599,0.0,0.0,48,48
1042,4206673,-6.127274,0.0,0.0,49,49
1042,26822195,-6.153177,0.0,0.0,50,50
1048,51799,-0.69762,0.0,0.0,1,1
1048,64666333,-0.754172,0.0,0.0,2,2
1048,54348310,-1.586133,0.0,0.0,3,3
1048,47682023,-2.666877,0.0,0.0,4,4
1048,33506410,-2.710001,0.0,0.0,5,5
1048,6667989,-3.047596,0.0,0.0,6,6
1048,70698767,-3.049497,0.0,0.0,7,7
1048,45537342,-3.150737,0.0,0.0,8,8
1048,1673325,-3.319498,0.0,0.0,9,9
1048,17927279,-3.438318,0.0,0.0,10,10
1048,6368773,-3.553806,0.0,0.0,11,11
1048,28127727,-3.708087,0.0,0.0,12,12
1048,33468851,-3.716909,0.0,0.0,13,13
1048,36573184,-3.781589,0.0,0.0,14,14
1048,28255978,-3.838067,0.0,0.0,15,15
1048,40787402,-4.017464,0.0,0.0,16,16
1048,60476427,-4.040265,0.0,0.0,17,17
1048,41356967,-4.165237,0.0,0.0,18,18
1048,2573789,-4.399061,0.0,0.0,19,19
1048,35131876,-4.45238,0.0,0.0,20,20
1048,8003257,-4.475599,0.0,0.0,21,21
1048,72426787,-4.487617,0.0,0.0,22,22
1048,50604242,-4.500628,0.0,0.0,23,23
1048,10904999,-4.535624,0.0,0.0,24,24
1048,2452987,-4.588726,0.0,0.0,25,25
1048,45379598,-4.614183,0.0,0.0,26,26
1048,1077305,-4.622148,0.0,0.0,27,27
1048,43862205,-4.62933,0.0,0.0,28,28
1048,38876771,-4.663609,0.0,0.0,29,29
1048,44265913,-4.716425,0.0,0.0,30,30
1048,21743905,-4.74509,0.0,0.0,31,31
1048,69986040,-4.754085,0.0,0.0,32,32
1048,273576,-4.771919,0.0,0.0,33,33
1048,9587912,-4.823391,0.0,0.0,34,34
1048,17595645,-4.847708,0.0,0.0,35,35
1048,44477192,-4.84959,0.0,0.0,36,36
1048,33416420,-4.862001,0.0,0.0,37,37
1048,71611506,-4.879232,0.0,0.0,38,38
1048,35198049,-4.971231,0.0,0.0,39,39
1048,129619,-5.040232,0.0,0.0,40,40
1048,32567108,-5.049996,0.0,0.0,41,41
1048,25992458,-5.06915,0.0,0.0,42,42
1048,41028398,-5.077276,0.0,0.0,43,43
1048,28199697,-5.10258,0.0,0.0,44,44
1048,59369043,-5.153729,0.0,0.0,45,45
1048,64367923,-5.164213,0.0,0.0,46,46
1048,56507931,-5.267371,0.0,0.0,47,47
1048,2649286,-5.330764,0.0,0.0,48,48
1048,2781949,-5.336405,0.0,0.0,49,49
1048,7499196,-5.400226,0.0,0.0,50,50
1050,58842620,-2.739544,0.0,0.0,1,1
1050,1688037,-3.367548,0.0,0.0,2,2
1050,7068699,-3.637022,0.0,0.0,3,3
1050,180196,-3.642094,0.0,0.0,4,4
1050,1009041,-3.655126,0.0,0.0,5,5
1050,23854860,-3.79347,0.0,0.0,6,6
1050,30079718,-3.86041,0.0,0.0,7,7
1050,43355087,-4.00579,0.0,0.0,8,8
1050,9645463,-4.042574,0.0,0.0,9,9
1050,17943605,-4.109733,0.0,0.0,10,10
1050,2293552,-4.154587,0.0,0.0,11,11
1050,11415415,-4.267895,0.0,0.0,12,12
1050,27960481,-4.372056,0.0,0.0,13,13
1050,41436363,-4.384926,0.0,0.0,14,14
1050,4402116,-4.520714,0.0,0.0,15,15
1050,14570884,-4.609778,0.0,0.0,16,16
1050,3490448,-4.622012,0.0,0.0,17,17
1050,375788,-4.659449,0.0,0.0,18,18
1050,1393517,-4.717172,0.0,0.0,19,19
1050,9114950,-4.74982,0.0,0.0,20,20
1050,35729860,-4.778327,0.0,0.0,21,21
1050,36959269,-4.80252,0.0,0.0,22,22
1050,2627364,-4.886212,0.0,0.0,23,23
1050,964717,-4.902884,0.0,0.0,24,24
1050,10981379,-4.960888,0.0,0.0,25,25
1050,205512,-4.966709,0.0,0.0,26,26
1050,165362,-4.983716,0.0,0.0,27,27
1050,17440719,-5.003097,0.0,0.0,28,28
1050,70428,-5.050741,0.0,0.0,29,29
1050,10225118,-5.062201,0.0,0.0,30,30
1050,46918779,-5.085819,0.0,0.0,31,31
1050,10569267,-5.134715,0.0,0.0,32,32
1050,11087181,-5.150722,0.0,0.0,33,33
1050,38695419,-5.234124,0.0,0.0,34,34
1050,8004988,-5.244521,0.0,0.0,35,35
1050,188163,-5.325654,0.0,0.0,36,36
1050,465388,-5.383668,0.0,0.0,37,37
1050,18328543,-5.429527,0.0,0.0,38,38
1050,56133078,-5.516149,0.0,0.0,39,39
1050,3109393,-5.516423,0.0,0.0,40,40
1050,28887886,-5.536881,0.0,0.0,41,41
1050,6301112,-5.56754,0.0,0.0,42,42
1050,24418908,-5.580732,0.0,0.0,43,43
1050,59204653,-5.583341,0.0,0.0,44,44
1050,28926480,-5.589282,0.0,0.0,45,45
1050,437840,-5.619827,0.0,0.0,46,46
1050,357980,-5.676328,0.0,0.0,47,47
1050,4497147,-5.676759,0.0,0.0,48,48
1050,30823381,-5.681669,0.0,0.0,49,49
1050,1723091,-5.748733,0.0,0.0,50,50
1060,35720024,-0.638625,0.0,0.0,1,1
1060,57972976,-2.032088,0.0,0.0,2,2
1060,615418,-2.20329,0.0,0.0,3,3
1060,35996674,-2.664909,0.0,0.0,4,4
1060,31000989,-2.942604,0.0,0.0,5,5
1060,22199324,-3.425472,0.0,0.0,6,6
1060,46911775,-3.703116,0.0,0.0,7,7
1060,3520849,-3.901896,0.0,0.0,8,8
1060,25730129,-4.000339,0.0,0.0,9,9
1060,8023659,-4.079541,0.0,0.0,10,10
1060,28297543,-4.116141,0.0,0.0,11,11
1060,53664747,-4.17568,0.0,0.0,12,12
1060,30666973,-4.22747,0.0,0.0,13,13
1060,55499825,-4.538515,0.0,0.0,14,14
1060,3437779,-4.602372,0.0,0.0,15,15
1060,9482929,-4.605219,0.0,0.0,16,16
1060,8009901,-4.616963,0.0,0.0,17,17
1060,28789149,-4.672234,0.0,0.0,18,18
1060,5398963,-4.703161,0.0,0.0,19,19
1060,4012556,-4.748978,0.0,0.0,20,20
1060,1996350,-4.913291,0.0,0.0,21,21
1060,2342941,-5.037957,0.0,0.0,22,22
1060,55353749,-5.084254,0.0,0.0,23,23
1060,45641318,-5.133175,0.0,0.0,24,24
1060,25012124,-5.150961,0.0,0.0,25,25
1060,14302403,-5.185714,0.0,0.0,26,26
1060,1882500,-5.21146,0.0,0.0,27,27
1060,56936649,-5.278549,0.0,0.0,28,28
1060,70572026,-5.296214,0.0,0.0,29,29
1060,35629358,-5.305191,0.0,0.0,30,30
1060,71637433,-5.318384,0.0,0.0,31,31
1060,2615893,-5.354311,0.0,0.0,32,32
1060,56123070,-5.364054,0.0,0.0,33,33
1060,443917,-5.381924,0.0,0.0,34,34
1060,3509709,-5.408575,0.0,0.0,35,35
1060,3677015,-5.427346,0.0,0.0,36,36
1060,1072075,-5.470838,0.0,0.0,37,37
1060,33577424,-5.493341,0.0,0.0,38,38
1060,2667178,-5.498438,0.0,0.0,39,39
1060,2699076,-5.548613,0.0,0.0,40,40
1060,5813062,-5.568086,0.0,0.0,41,41
1060,21085795,-5.578391,0.0,0.0,42,42
1060,1439951,-5.591452,0.0,0.0,43,43
1060,469019,-5.600416,0.0,0.0,44,44
1060,24315911,-5.608152,0.0,0.0,45,45
1060,22620605,-5.611602,0.0,0.0,46,46
1060,3815063,-5.618127,0.0,0.0,47,47
1060,18454490,-5.693621,0.0,0.0,48,48
1060,44722907,-5.723125,0.0,0.0,49,49
1060,58836003,-5.742329,0.0,0.0,50,50
1079,6335006,4.495553,0.0,0.0,1,1
1079,19093806,-0.173653,0.0,0.0,2,2
1079,37379963,-1.577222,0.0,0.0,3,3
1079,29079446,-2.218493,0.0,0.0,4,4
1079,52516839,-3.374351,0.0,0.0,5,5
1079,5979095,-3.533564,0.0,0.0,6,6
1079,23666680,-3.579176,0.0,0.0,7,7
1079,41722171,-4.034326,0.0,0.0,8,8
1079,50929961,-4.132147,0.0,0.0,9,9
1079,16177771,-4.4593,0.0,0.0,10,10
1079,19876059,-4.491513,0.0,0.0,11,11
1079,13775574,-4.712699,0.0,0.0,12,12
1079,14963981,-4.738772,0.0,0.0,13,13
1079,31673266,-4.870755,0.0,0.0,14,14
1079,44879165,-5.173862,0.0,0.0,15,15
1079,36172971,-5.301842,0.0,0.0,16,16
1079,2332630,-5.451089,0.0,0.0,17,17
1079,19090927,-5.457778,0.0,0.0,18,18
1079,31014332,-5.620768,0.0,0.0,19,19
1079,2010907,-5.625396,0.0,0.0,20,20
1079,318810,-5.707944,0.0,0.0,21,21
1079,43405651,-5.735835,0.0,0.0,22,22
1079,24491618,-5.798121,0.0,0.0,23,23
1079,45711762,-5.819908,0.0,0.0,24,24
1079,64201693,-5.823299,0.0,0.0,25,25
1079,40147317,-5.83368,0.0,0.0,26,26
1079,29823499,-5.862836,0.0,0.0,27,27
1079,47213054,-5.879528,0.0,0.0,28,28
1079,34743905,-5.891217,0.0,0.0,29,29
1079,2476317,-5.90327,0.0,0.0,30,30
1079,24335425,-5.908125,0.0,0.0,31,31
1079,43923206,-5.946155,0.0,0.0,32,32
1079,19101659,-5.978287,0.0,0.0,33,33
1079,56483228,-5.978398,0.0,0.0,34,34
1079,2730191,-5.992276,0.0,0.0,35,35
1079,18716135,-6.030816,0.0,0.0,36,36
1079,8438953,-6.047662,0.0,0.0,37,37
1079,304392,-6.076819,0.0,0.0,38,38
1079,49459366,-6.241249,0.0,0.0,39,39
1079,29823425,-6.253565,0.0,0.0,40,40
1079,70931858,-6.261247,0.0,0.0,41,41
1079,31122233,-6.272883,0.0,0.0,42,42
1079,23720465,-6.278119,0.0,0.0,43,43
1079,28763789,-6.346269,0.0,0.0,44,44
1079,70971995,-6.370829,0.0,0.0,45,45
1079,3645251,-6.384268,0.0,0.0,46,46
1079,1833819,-6.393709,0.0,0.0,47,47
1079,21504426,-6.408101,0.0,0.0,48,48
1079,28991622,-6.418176,0.0,0.0,49,49
1079,8056587,-6.457494,0.0,0.0,50,50
109,3979809,3.570954,0.0,0.0,1,1
109,36849366,-0.109876,0.0,0.0,2,2
109,21463984,-1.245654,0.0,0.0,3,3
109,11892657,-1.554629,0.0,0.0,4,4
109,4180145,-1.833544,0.0,0.0,5,5
109,10313028,-1.98286,0.0,0.0,6,6
109,33290083,-2.158681,0.0,0.0,7,7
109,12161221,-2.634079,0.0,0.0,8,8
109,51668536,-3.128491,0.0,0.0,9,9
109,68944421,-3.624874,0.0,0.0,10,10
109,30430079,-3.710813,0.0,0.0,11,11
109,4498688,-3.784385,0.0,0.0,12,12
109,4515631,-3.809954,0.0,0.0,13,13
109,1508132,-4.31731,0.0,0.0,14,14
109,41766912,-4.551162,0.0,0.0,15,15
109,64527137,-4.55727,0.0,0.0,16,16
109,7373674,-4.616741,0.0,0.0,17,17
109,50669611,-4.737019,0.0,0.0,18,18
109,518988,-4.868973,0.0,0.0,19,19
109,14665333,-4.911525,0.0,0.0,20,20
109,41369005,-5.047481,0.0,0.0,21,21
109,67202144,-5.085405,0.0,0.0,22,22
109,24900519,-5.147594,0.0,0.0,23,23
109,35545950,-5.150479,0.0,0.0,24,24
109,30854893,-5.190562,0.0,0.0,25,25
109,1829448,-5.212653,0.0,0.0,26,26
109,12995615,-5.234952,0.0,0.0,27,27
109,44213125,-5.255032,0.0,0.0,28,28
109,2393495,-5.303042,0.0,0.0,29,29
109,19355191,-5.360228,0.0,0.0,30,30
109,53017641,-5.372629,0.0,0.0,31,31
109,41980795,-5.3849,0.0,0.0,32,32
109,7147000,-5.399608,0.0,0.0,33,33
109,3253340,-5.419569,0.0,0.0,34,34
109,2280264,-5.430638,0.0,0.0,35,35
109,1610321,-5.443492,0.0,0.0,36,36
109,41712946,-5.473798,0.0,0.0,37,37
109,2263255,-5.478145,0.0,0.0,38,38
109,68721381,-5.508318,0.0,0.0,39,39
109,5302423,-5.510924,0.0,0.0,40,40
109,2936667,-5.518492,0.0,0.0,41,41
109,6531454,-5.538328,0.0,0.0,42,42
109,7374547,-5.541597,0.0,0.0,43,43
109,6675128,-5.546985,0.0,0.0,44,44
109,11892585,-5.644847,0.0,0.0,45,45
109,66320316,-5.652922,0.0,0.0,46,46
109,43844978,-5.657527,0.0,0.0,47,47
109,3283241,-5.696534,0.0,0.0,48,48
109,529838,-5.724606,0.0,0.0,49,49
109,4382512,-5.758042,0.0,0.0,50,50
1093,12588031,4.274566,0.0,0.0,1,1
1093,54427085,-1.811374,0.0,0.0,2,2
1093,16636044,-2.039745,0.0,0.0,3,3
1093,32273564,-2.389004,0.0,0.0,4,4
1093,6135427,-2.7935,0.0,0.0,5,5
1093,38399884,-2.876482,0.0,0.0,6,6
1093,7305989,-2.880195,0.0,0.0,7,7
1093,40505844,-3.186232,0.0,0.0,8,8
1093,12234096,-3.261636,0.0,0.0,9,9
1093,15316964,-3.375188,0.0,0.0,10,10
