qid,docno,original_score,similarity_score,final_score,rank
113,5584674,-3.507093,0.40925371646881104,0.40925371646881104,17
113,451835,-7.072127,0.4087196886539459,0.4087196886539459,18
113,1769468,-5.867609,0.406490296125412,0.406490296125412,19
113,27279709,-6.490455,0.403538316488266,0.403538316488266,20
113,161334,-6.542427,0.39236441254615784,0.39236441254615784,21
113,76307,-7.013607,0.38859641551971436,0.38859641551971436,22
113,1421510,-7.05484,0.3845684826374054,0.3845684826374054,23
113,19267703,-5.874014,0.3817451596260071,0.3817451596260071,24
113,1866182,-5.920507,0.3813559114933014,0.3813559114933014,25
113,32895653,-5.382424,0.37982499599456787,0.37982499599456787,26
113,2045011,-6.72048,0.37248867750167847,0.37248867750167847,27
113,15194448,-6.147925,0.3712109327316284,0.3712109327316284,28
113,304392,-6.60757,0.36750292778015137,0.36750292778015137,29
113,3680204,-6.690457,0.3669666349887848,0.3669666349887848,30
113,27906904,-7.0492,0.36499398946762085,0.36499398946762085,31
113,43718681,-6.508731,0.36476975679397583,0.36476975679397583,32
113,32775169,-6.092833,0.3591891825199127,0.3591891825199127,33
113,69128725,-6.090786,0.35789215564727783,0.35789215564727783,34
113,52775850,-6.146737,0.3420815169811249,0.3420815169811249,35
113,4791224,-4.710453,0.33975571393966675,0.33975571393966675,36
113,470943,-7.034726,0.33464109897613525,0.33464109897613525,37
113,4753115,-6.04326,0.32991307973861694,0.32991307973861694,38
113,59741284,-7.184127,0.32594019174575806,0.32594019174575806,39
113,29783704,-5.73853,0.32447877526283264,0.32447877526283264,40
113,31423765,-7.118678,0.3204907178878784,0.3204907178878784,41
113,6856329,-6.608123,0.31991076469421387,0.31991076469421387,42
113,23798136,-5.94306,0.31428539752960205,0.31428539752960205,43
113,15800124,-6.490716,0.3134610950946808,0.3134610950946808,44
113,15172134,-7.097017,0.3134547472000122,0.3134547472000122,45
113,11441669,-6.539065,0.3132447600364685,0.3132447600364685,46
113,23734853,-6.99396,0.3132311701774597,0.3132311701774597,47
113,47394403,-6.574342,0.31186598539352417,0.31186598539352417,48
113,4637428,-6.994584,0.3099058270454407,0.3099058270454407,49
113,59745897,-6.301266,0.30881205201148987,0.30881205201148987,50
113,45397,-5.456455,0.307749480009079,0.307749480009079,51
113,15539257,-6.952024,0.30737805366516113,0.30737805366516113,52
113,75118456,-6.379757,0.3071545660495758,0.3071545660495758,53
113,17816275,-7.113643,0.3058268427848816,0.3058268427848816,54
113,46836892,-6.789391,0.30128198862075806,0.30128198862075806,55
113,28418592,-5.351803,0.30080538988113403,0.30080538988113403,56
113,69387136,-7.115313,0.29869040846824646,0.29869040846824646,57
113,19837950,-7.120471,0.29783761501312256,0.29783761501312256,58
113,8943637,-4.913555,0.28974542021751404,0.28974542021751404,59
113,339526,-7.057537,0.28841355443000793,0.28841355443000793,60
113,3555884,-6.092958,0.288282185792923,0.288282185792923,61
113,2869470,-6.919354,0.28798022866249084,0.28798022866249084,62
113,50902247,-4.721679,0.28634393215179443,0.28634393215179443,63
113,46978879,-7.156734,0.2862951159477234,0.2862951159477234,64
113,55996862,-7.110796,0.2852862477302551,0.2852862477302551,65
113,17836327,-6.293943,0.28067147731781006,0.28067147731781006,66
113,31285004,-6.498957,0.2806626558303833,0.2806626558303833,67
113,69641756,-6.56952,0.27937811613082886,0.27937811613082886,68
113,2557469,-7.075403,0.2791632115840912,0.2791632115840912,69
113,6160153,-7.123356,0.27869927883148193,0.27869927883148193,70
113,20363219,-6.422623,0.2729024887084961,0.2729024887084961,71
113,8153317,-6.871381,0.2720179259777069,0.2720179259777069,72
113,2450370,-5.991874,0.26993489265441895,0.26993489265441895,73
113,994072,-6.579749,0.2578350007534027,0.2578350007534027,74
113,21742534,-5.868827,0.2524959146976471,0.2524959146976471,75
113,73133045,-5.525659,0.2512068748474121,0.2512068748474121,76
113,72964420,-6.99976,0.24828766286373138,0.24828766286373138,77
113,51528145,-5.863537,0.2478724867105484,0.2478724867105484,78
113,39129314,-6.665263,0.24753226339817047,0.24753226339817047,79
113,9502327,-6.851741,0.2405938357114792,0.2405938357114792,80
113,43699182,-5.727932,0.23647117614746094,0.23647117614746094,81
113,10206152,-5.666443,0.23636777698993683,0.23636777698993683,82
113,2491582,-6.023866,0.23414267599582672,0.23414267599582672,83
113,24505170,-5.82285,0.23315732181072235,0.23315732181072235,84
113,18737103,-6.405158,0.23165211081504822,0.23165211081504822,85
113,22073745,-6.889407,0.22567696869373322,0.22567696869373322,86
113,2249171,-6.934595,0.2254648506641388,0.2254648506641388,87
113,26890990,-7.115862,0.2231498658657074,0.2231498658657074,88
113,27749858,-6.562471,0.2229984551668167,0.2229984551668167,89
113,7218457,-6.201738,0.22198006510734558,0.22198006510734558,90
113,57773116,-6.897821,0.22133325040340424,0.22133325040340424,91
113,8827343,-6.571814,0.21663963794708252,0.21663963794708252,92
113,5368180,-6.24388,0.21120725572109222,0.21120725572109222,93
113,2798178,-4.824501,0.20728068053722382,0.20728068053722382,94
113,26486347,-6.21142,0.20134304463863373,0.20134304463863373,95
113,30811665,-5.780289,0.18761971592903137,0.18761971592903137,96
113,2109238,-4.540651,0.17780813574790955,0.17780813574790955,97
113,33593619,-6.905589,0.169051393866539,0.169051393866539,98
113,316097,-5.692712,0.16824303567409515,0.16824303567409515,99
113,34973357,-6.335914,0.1548876166343689,0.1548876166343689,100
115,55594714,-4.668011,0.3953578472137451,0.3953578472137451,1
115,74513566,-5.310552,0.3898194432258606,0.3898194432258606,2
115,40030145,-5.687601,0.38909921050071716,0.38909921050071716,3
115,59947312,-4.637989,0.36040616035461426,0.36040616035461426,4
115,61660853,-5.727193,0.35660645365715027,0.35660645365715027,5
115,73070221,-5.484523,0.3548925518989563,0.3548925518989563,6
115,65291362,-4.403984,0.35353779792785645,0.35353779792785645,7
115,64810425,-4.191172,0.3401835262775421,0.3401835262775421,8
115,68879341,-4.983008,0.3323409855365753,0.3323409855365753,9
115,64030960,-6.025497,0.32180458307266235,0.32180458307266235,10
115,56653206,-1.885334,0.3147564232349396,0.3147564232349396,11
115,59560577,-4.83368,0.3068258762359619,0.3068258762359619,12
115,62897844,-5.268132,0.304458349943161,0.304458349943161,13
115,66019463,-5.189631,0.3037029206752777,0.3037029206752777,14
115,66736125,-5.628045,0.2989649176597595,0.2989649176597595,15
115,70096965,-5.99062,0.29392629861831665,0.29392629861831665,16
115,60156461,-3.654744,0.2914655804634094,0.2914655804634094,17
115,72749086,-6.405273,0.29134392738342285,0.29134392738342285,18
115,21983079,-4.782086,0.28719693422317505,0.28719693422317505,19
115,65501506,-5.87777,0.2862136960029602,0.2862136960029602,20
115,63706715,-5.061765,0.2785857617855072,0.2785857617855072,21
115,65741473,-4.197397,0.27813032269477844,0.27813032269477844,22
115,67834091,-6.331335,0.27482733130455017,0.27482733130455017,23
115,69367927,-4.061907,0.2746022045612335,0.2746022045612335,24
115,62754921,-6.749383,0.27120691537857056,0.27120691537857056,25
115,66298968,-3.72094,0.26755979657173157,0.26755979657173157,26
115,62493952,-4.529784,0.2665669023990631,0.2665669023990631,27
115,49551327,-6.541437,0.2653655409812927,0.2653655409812927,28
115,62430075,-4.718411,0.2637016773223877,0.2637016773223877,29
115,58931395,-5.856638,0.26354900002479553,0.26354900002479553,30
115,65011327,-5.634631,0.2603127956390381,0.2603127956390381,31
115,55613217,-6.098046,0.25861459970474243,0.25861459970474243,32
115,66299065,-3.921878,0.2550380825996399,0.2550380825996399,33
115,59560517,-3.79346,0.25453829765319824,0.25453829765319824,34
115,57233370,-5.222288,0.2536865472793579,0.2536865472793579,35
115,55853568,-5.656724,0.2527289390563965,0.2527289390563965,36
115,68166142,-6.747374,0.25214511156082153,0.25214511156082153,37
115,52476038,-3.735107,0.2513549327850342,0.2513549327850342,38
115,63706669,-6.555497,0.25126945972442627,0.25126945972442627,39
115,70930943,-6.57743,0.25108006596565247,0.25108006596565247,40
115,65741484,-5.79311,0.250899076461792,0.250899076461792,41
115,71868656,-5.972053,0.24881231784820557,0.24881231784820557,42
115,69562094,-3.651215,0.2467052936553955,0.2467052936553955,43
115,66298958,-4.363094,0.24658545851707458,0.24658545851707458,44
115,73020242,-5.067515,0.24468819797039032,0.24468819797039032,45
115,72333193,-2.766395,0.24450205266475677,0.24450205266475677,46
115,71733683,-6.579382,0.24271923303604126,0.24271923303604126,47
115,65737956,-2.833474,0.2426067739725113,0.2426067739725113,48
115,68881231,-6.541281,0.23945626616477966,0.23945626616477966,49
115,61836448,-5.039466,0.23706327378749847,0.23706327378749847,50
115,58404853,-4.722868,0.23649178445339203,0.23649178445339203,51
115,65267095,-6.418367,0.23197172582149506,0.23197172582149506,52
115,51550709,-5.615143,0.2269955724477768,0.2269955724477768,53
115,60055828,-6.040593,0.22556856274604797,0.22556856274604797,54
115,73303898,-6.163325,0.22081580758094788,0.22081580758094788,55
115,56699906,-6.36962,0.2179502546787262,0.2179502546787262,56
115,65785044,-6.294855,0.21791377663612366,0.21791377663612366,57
115,59480957,-4.702184,0.214744433760643,0.214744433760643,58
115,74925966,-5.937343,0.21252503991127014,0.21252503991127014,59
115,59794053,-6.55372,0.21167974174022675,0.21167974174022675,60
115,74026230,-6.409265,0.21031084656715393,0.21031084656715393,61
115,61812693,-4.811595,0.20843607187271118,0.20843607187271118,62
115,62767463,-6.617432,0.20569449663162231,0.20569449663162231,63
115,62803336,-6.225708,0.20465964078903198,0.20465964078903198,64
115,49292961,-4.801141,0.20135217905044556,0.20135217905044556,65
115,62387071,-5.531502,0.19704724848270416,0.19704724848270416,66
115,59056554,-6.521349,0.19234244525432587,0.19234244525432587,67
115,60624867,-5.840441,0.19179032742977142,0.19179032742977142,68
115,60270077,-6.219486,0.18914277851581573,0.18914277851581573,69
115,56312051,-6.022504,0.18910034000873566,0.18910034000873566,70
115,56968239,-3.662167,0.18546569347381592,0.18546569347381592,71
115,64603528,-5.458053,0.1745995432138443,0.1745995432138443,72
115,54671372,-5.701621,0.17385327816009521,0.17385327816009521,73
115,61675302,-5.479072,0.17207464575767517,0.17207464575767517,74
115,62709685,-6.370442,0.17171956598758698,0.17171956598758698,75
115,18798803,-5.358162,0.16962318122386932,0.16962318122386932,76
115,61617770,-6.709446,0.16866141557693481,0.16866141557693481,77
115,60572729,-6.06447,0.16861185431480408,0.16861185431480408,78
115,71195739,-6.476785,0.16783495247364044,0.16783495247364044,79
115,37894578,-6.168813,0.16529828310012817,0.16529828310012817,80
115,71805413,-6.653195,0.16376538574695587,0.16376538574695587,81
115,66487743,-6.382786,0.16249319911003113,0.16249319911003113,82
115,58489290,-5.927654,0.1618736833333969,0.1618736833333969,83
115,62786646,-6.572995,0.16037701070308685,0.16037701070308685,84
115,63850561,-4.709681,0.1600022166967392,0.1600022166967392,85
115,69387890,-5.714719,0.1595207005739212,0.1595207005739212,86
115,66831019,-6.270796,0.15505126118659973,0.15505126118659973,87
115,68930519,-6.212269,0.14573746919631958,0.14573746919631958,88
115,73953620,-5.74066,0.14550435543060303,0.14550435543060303,89
115,44054276,-6.514411,0.14378908276557922,0.14378908276557922,90
115,68867655,-6.638343,0.13748811185359955,0.13748811185359955,91
115,69231025,-5.497797,0.12854696810245514,0.12854696810245514,92
115,71632320,-5.555641,0.12400295585393906,0.12400295585393906,93
115,63375790,-6.693625,0.12160340696573257,0.12160340696573257,94
115,30636581,-6.230512,0.11901117861270905,0.11901117861270905,95
115,44193962,-5.569131,0.11327404528856277,0.11327404528856277,96
115,56449078,-6.266058,0.11234864592552185,0.11234864592552185,97
115,72251293,-6.473359,0.10949607193470001,0.10949607193470001,98
115,1384690,-6.09678,0.10761956125497818,0.10761956125497818,99
115,21632206,-5.950484,0.09554743021726608,0.09554743021726608,100
116,38954058,-3.549903,0.47639134526252747,0.47639134526252747,1
116,6093047,-4.346675,0.4758351445198059,0.4758351445198059,2
116,11646959,-5.235368,0.46821126341819763,0.46821126341819763,3
116,14307697,-3.437994,0.44467487931251526,0.44467487931251526,4
116,9890262,-0.426649,0.43285638093948364,0.43285638093948364,5
116,16428005,-3.975194,0.4263349771499634,0.4263349771499634,6
116,38448073,-2.558462,0.42084774374961853,0.42084774374961853,7
116,21544454,-4.574939,0.4184788465499878,0.4184788465499878,8
116,9600368,-6.056246,0.41757234930992126,0.41757234930992126,9
116,52678920,-5.695283,0.4153265058994293,0.4153265058994293,10
116,11050727,-4.504474,0.4141283333301544,0.4141283333301544,11
116,5082101,-6.086177,0.4122297763824463,0.4122297763824463,12
116,27787885,-2.891437,0.40863990783691406,0.40863990783691406,13
116,45328203,-1.469523,0.40090206265449524,0.40090206265449524,14
116,17002077,-1.071865,0.40029242634773254,0.40029242634773254,15
116,4830334,-5.225338,0.389838308095932,0.389838308095932,16
116,21512748,-5.207046,0.38752123713493347,0.38752123713493347,17
116,20053344,-5.49958,0.3860442638397217,0.3860442638397217,18
116,21965295,-5.435561,0.38314616680145264,0.38314616680145264,19
116,55310501,-5.325732,0.37936168909072876,0.37936168909072876,20
116,26014758,-1.761994,0.37824252247810364,0.37824252247810364,21
116,44068194,-4.408207,0.37564462423324585,0.37564462423324585,22
116,19840982,-4.916966,0.37419959902763367,0.37419959902763367,23
116,57297851,-5.225865,0.3740353584289551,0.3740353584289551,24
116,19821180,-5.406027,0.37385088205337524,0.37385088205337524,25
116,15336376,-5.425558,0.3728325664997101,0.3728325664997101,26
116,54113624,-3.547257,0.36576342582702637,0.36576342582702637,27
116,25616609,-5.275815,0.3644331991672516,0.3644331991672516,28
116,7042051,-5.73483,0.36430561542510986,0.36430561542510986,29
116,3194438,-4.51003,0.362937867641449,0.362937867641449,30
116,27500833,-5.051298,0.3625272512435913,0.3625272512435913,31
116,67344763,-6.50093,0.35742124915122986,0.35742124915122986,32
116,37266312,-5.041158,0.3562093675136566,0.3562093675136566,33
116,23943222,-5.694983,0.3547878563404083,0.3547878563404083,34
116,17967793,-3.082138,0.35435882210731506,0.35435882210731506,35
116,11582801,-6.493649,0.35296303033828735,0.35296303033828735,36
116,4154028,-6.208782,0.34756535291671753,0.34756535291671753,37
116,18973554,-6.297627,0.3458864986896515,0.3458864986896515,38
116,65940951,-3.709096,0.34479957818984985,0.34479957818984985,39
116,12189457,-4.722553,0.3432331681251526,0.3432331681251526,40
116,27970634,-6.528126,0.3416678011417389,0.3416678011417389,41
116,24016606,-5.693793,0.3406578600406647,0.3406578600406647,42
116,45442484,-6.00541,0.3397976756095886,0.3397976756095886,43
116,35065792,-5.070523,0.3371542990207672,0.3371542990207672,44
116,31025080,-5.711769,0.33682361245155334,0.33682361245155334,45
116,68454758,-6.258879,0.3362838327884674,0.3362838327884674,46
116,30748966,-3.71655,0.33564192056655884,0.33564192056655884,47
116,12099919,-6.006804,0.3354863226413727,0.3354863226413727,48
116,13389642,-6.119408,0.33168482780456543,0.33168482780456543,49
116,15883779,-5.988978,0.330549955368042,0.330549955368042,50
116,21909087,-3.933847,0.32886603474617004,0.32886603474617004,51
116,9152979,-3.8699,0.32731741666793823,0.32731741666793823,52
116,70813183,-5.069989,0.326930969953537,0.326930969953537,53
116,9382518,-4.80769,0.32207491993904114,0.32207491993904114,54
116,33024869,-6.027269,0.3209449052810669,0.3209449052810669,55
116,24526226,-3.807869,0.31877872347831726,0.31877872347831726,56
116,45315168,-4.66577,0.3176669478416443,0.3176669478416443,57
116,37404110,-5.553047,0.3133998215198517,0.3133998215198517,58
116,6277535,-4.989367,0.3065829575061798,0.3065829575061798,59
116,11021372,-4.921274,0.305467426776886,0.305467426776886,60
116,16290267,-4.355943,0.3031449019908905,0.3031449019908905,61
116,3050069,-5.614582,0.29968419671058655,0.29968419671058655,62
116,25850303,-5.156978,0.2992350161075592,0.2992350161075592,63
116,26018309,-5.793677,0.298530638217926,0.298530638217926,64
116,51040695,-6.530189,0.29652950167655945,0.29652950167655945,65
116,2662485,-2.768993,0.2949507534503937,0.2949507534503937,66
116,23690973,-5.858663,0.2914169728755951,0.2914169728755951,67
116,28987948,-5.203892,0.28590890765190125,0.28590890765190125,68
116,36628201,-6.462765,0.276145875453949,0.276145875453949,69
116,3099108,-6.612319,0.27589914202690125,0.27589914202690125,70
116,52916391,-5.866338,0.2753719091415405,0.2753719091415405,71
116,21146255,-5.423089,0.2722800672054291,0.2722800672054291,72
116,52689662,-6.467703,0.2708883583545685,0.2708883583545685,73
116,15039208,-5.237514,0.26867544651031494,0.26867544651031494,74
116,57481065,-5.382,0.26374903321266174,0.26374903321266174,75
116,17712028,-6.276235,0.26337307691574097,0.26337307691574097,76
116,40623613,-6.34861,0.25922638177871704,0.25922638177871704,77
116,7857794,-4.902644,0.258700430393219,0.258700430393219,78
116,15521276,-6.119798,0.2562074661254883,0.2562074661254883,79
116,13842850,-6.079647,0.2549915313720703,0.2549915313720703,80
116,12272453,-4.890678,0.25453081727027893,0.25453081727027893,81
116,11234346,-6.369242,0.25354206562042236,0.25354206562042236,82
116,67755859,-5.856704,0.25181353092193604,0.25181353092193604,83
116,39728855,-6.538937,0.23786099255084991,0.23786099255084991,84
116,52138597,-4.64118,0.23201851546764374,0.23201851546764374,85
116,74488631,-6.469487,0.23161722719669342,0.23161722719669342,86
116,14527065,-6.608752,0.22851507365703583,0.22851507365703583,87
116,25540010,-6.396823,0.21884867548942566,0.21884867548942566,88
116,151807,-5.416027,0.21877247095108032,0.21877247095108032,89
116,75265,-2.023071,0.21507523953914642,0.21507523953914642,90
116,55748840,-6.067225,0.21111303567886353,0.21111303567886353,91
116,22643763,-6.246212,0.2014193832874298,0.2014193832874298,92
116,2501983,-6.366647,0.199301615357399,0.199301615357399,93
116,14994126,-5.947029,0.19409829378128052,0.19409829378128052,94
116,18445420,-5.13323,0.1847945749759674,0.1847945749759674,95
116,63845692,-6.412796,0.17701147496700287,0.17701147496700287,96
116,8938068,-6.208016,0.14556607604026794,0.14556607604026794,97
116,66536018,-5.707961,0.12074457108974457,0.12074457108974457,98
116,51641548,-6.037506,0.11125147342681885,0.11125147342681885,99
116,23566477,-5.660289,0.06658273190259933,0.06658273190259933,100
119,46513638,-2.681714,0.5484914779663086,0.5484914779663086,1
119,2820813,-2.844914,0.44062694907188416,0.44062694907188416,2
119,8477856,-5.409006,0.43757563829421997,0.43757563829421997,3
119,43201530,-4.859646,0.42301514744758606,0.42301514744758606,4
119,45356928,-5.853832,0.42293107509613037,0.42293107509613037,5
119,3380440,-4.870608,0.4151747524738312,0.4151747524738312,6
119,5804666,-5.887976,0.4133177399635315,0.4133177399635315,7
119,6705284,-4.342123,0.41263630986213684,0.41263630986213684,8
119,5395635,-5.991568,0.40629681944847107,0.40629681944847107,9
119,17182282,-3.151552,0.4059654176235199,0.4059654176235199,10
119,6436552,-5.691874,0.3812367022037506,0.3812367022037506,11
119,4098341,-4.816941,0.37903842329978943,0.37903842329978943,12
119,11033226,-6.148835,0.3773327171802521,0.3773327171802521,13
119,50896,-6.08651,0.374971479177475,0.374971479177475,14
119,149124,-3.269785,0.37472179532051086,0.37472179532051086,15
119,352848,-4.897636,0.3665015697479248,0.3665015697479248,16
119,28074180,-3.848102,0.3645075261592865,0.3645075261592865,17
119,11026130,-6.208555,0.36244502663612366,0.36244502663612366,18
119,2500687,-6.41107,0.3583539128303528,0.3583539128303528,19
119,1037969,-3.55807,0.3567318916320801,0.3567318916320801,20
119,2045011,-4.299902,0.3529422879219055,0.3529422879219055,21
119,35720571,-5.122147,0.35207152366638184,0.35207152366638184,22
119,63943401,-5.864274,0.3437863290309906,0.3437863290309906,23
119,38846433,-4.90751,0.3429332375526428,0.3429332375526428,24
119,4338909,-3.953742,0.3395731449127197,0.3395731449127197,25
119,29320113,-6.244192,0.33693602681159973,0.33693602681159973,26
119,565318,-5.961691,0.3362921178340912,0.3362921178340912,27
119,9266932,-6.529285,0.33175909519195557,0.33175909519195557,28
119,2951072,-3.535167,0.32905593514442444,0.32905593514442444,29
119,172278,-6.308168,0.32777073979377747,0.32777073979377747,30
119,34749440,-5.631824,0.32430723309516907,0.32430723309516907,31
119,1619604,-4.961753,0.3215487003326416,0.3215487003326416,32
119,3987041,-5.923527,0.31921225786209106,0.31921225786209106,33
119,15378807,-5.587707,0.31919482350349426,0.31919482350349426,34
119,50727259,-6.348694,0.3159092366695404,0.3159092366695404,35
119,19940164,-5.719723,0.31420156359672546,0.31420156359672546,36
119,9476203,-5.723096,0.31411150097846985,0.31411150097846985,37
119,40076704,-6.222151,0.31362590193748474,0.31362590193748474,38
